2023,方框晶,item_2023,item_desc_2023,item_commission_ore,13,1,2,0,,6,[],2,0,3,3,1,2,0,0,0,1,[],-1,1,0,[],9999,4,[4],,,0,10,[]
2200,龙珠,item_2200,item_desc_2200,item_dragonmaze_money1,13,4,2,0,,0,[],0,0,0,0,1,0,0,0,0,0,[],-1,1,0,[],-1,1,[12],,,0,-1,[]
2201,黄色颜料,item_2201,item_desc_2201,item_paint_grass,13,4,2,0,,0,[],0,0,0,0,1,0,0,0,0,0,[],-1,1,0,[],-1,1,[12],,,0,-1,[]
2202,绿色颜料,item_2202,item_desc_2202,item_paint_wood,13,4,2,0,,0,[],0,0,0,0,1,0,0,0,0,0,[],-1,1,0,[],-1,1,[12],,,0,-1,[]
2203,褐色颜料,item_2203,item_desc_2203,item_paint_stone,13,4,2,0,,0,[],0,0,0,0,1,0,0,0,0,0,[],-1,1,0,[],-1,1,[12],,,0,-1,[]
2204,金色颜料,item_2204,item_desc_2204,item_paint_ore,13,4,2,0,,0,[],0,0,0,0,1,0,0,0,0,0,[],-1,1,0,[],-1,1,[12],,,0,-1,[]
2300,神龙宝石,item_2300,item_desc_2300,item_dragonmaze_money2,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,1,[12],,,0,-1,[]
2400,神龙卷轴-草,item_2400,item_desc_2400,item_dragonmaze_scroll_grass,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,1,[-1],,-1,0,-1,[]
2401,神龙卷轴-木,item_2400,item_desc_2400,item_dragonmaze_scroll_wood,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,1,[-1],,-2,0,-1,[]
2402,神龙卷轴-石,item_2400,item_desc_2400,item_dragonmaze_scroll_stone,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,1,[-1],,-3,0,-1,[]
2403,神龙卷轴-矿,item_2400,item_desc_2400,item_dragonmaze_scroll_ore,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,1,[-1],,-4,0,-1,[]
2500,绳子,item_2500,item_desc_2500,item_dragonmaze_rope,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,0,[12],,,0,-1,[]
2501,亚麻布,item_2501,item_desc_2501,item_dragonmaze_linen,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,0,[12],,,0,-1,[]
2502,颜料石,item_2502,item_desc_2502,item_dragonmaze_pigment,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,0,[12],,,0,-1,[]
2503,兽皮,item_2503,item_desc_2503,item_dragonmaze_hide,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,0,[12],,,0,-1,[]
5001,小麦,item_5001,item_desc_5001,item_wheat,13,1,5,104001,,0,[],1,0,3,1,2,1,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5002,草莓,item_5002,item_desc_5002,item_strawberry,13,1,2,0,,0,[],1,0,5,5,3,3,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5003,蓝莓,item_5003,item_desc_5003,item_blueberry,13,1,2,0,,0,[],0,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5004,苹果,item_5004,item_desc_5004,item_apple,13,1,2,0,,0,[],0,0,20,18,10,13,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5005,蜂蜜,item_5005,item_desc_5005,item_honey,13,1,2,0,,0,[],3,0,15,14,8,10,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5006,牛奶,item_5006,item_desc_5006,item_milk,13,1,2,0,,0,[],1,0,15,14,8,10,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5007,羊毛,item_5007,item_desc_5007,item_wool,13,1,2,0,,0,[],0,0,30,25,15,18,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5008,紫薯,item_5008,item_desc_5008,item_purpleSweetPotato,13,1,2,0,,0,[],3,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5009,沙石,item_5009,item_desc_5009,item_sandstone,13,1,5,102001,,0,[],1,0,5,5,3,3,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5010,黏土,item_5010,item_desc_5010,item_clay,13,1,2,0,,0,[],0,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5011,岩石,item_5011,item_desc_5011,item_rock,13,1,2,0,,0,[],3,0,20,18,10,13,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5012,铜矿石,item_5012,item_desc_5012,item_copper_mine,13,1,2,0,,0,[],1,0,30,25,15,18,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5013,银矿石,item_5013,item_desc_5013,item_silverOre,13,1,2,0,,0,[],0,0,50,37,25,27,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5014,金矿石,item_5014,item_desc_5014,item_goldOre,13,1,2,0,,0,[],0,0,60,45,30,33,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5015,硬木,item_5015,item_desc_5015,item_hardwood,13,1,2,0,,0,[],1,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5016,软木,item_5016,item_desc_5016,item_cork,13,1,5,101001,,0,[],1,0,1,5,1,3,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5017,藤蔓,item_5017,item_desc_5017,item_caneVine,13,1,2,0,,0,[],0,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5018,木炭,item_5018,item_desc_5018,item_charcoal,13,1,5,103001,,0,[],1,0,3,3,2,2,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5019,红宝石,item_5019,item_desc_5019,item_ruby,13,1,2,0,,0,[],0,0,60,45,30,33,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5020,蓝宝石,item_5020,item_desc_5020,item_sapphire,13,1,2,0,,0,[],0,0,50,37,25,27,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5021,绿宝石,item_5021,item_desc_5021,item_emerald,13,1,2,0,,0,[],0,0,40,30,20,22,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
5022,金刚石,item_5022,item_desc_5022,item_diamond,13,1,2,0,,0,[],0,0,90,60,45,45,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,3,[3],,,0,-1,[]
3001,面粉,item_3001,item_desc_3001,item_flour,13,2,3,0,,1,"[[5001,9]]",3,180,15,18,6,13,5,100,0,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3002,奶油,item_3002,item_desc_3002,item_cream,13,2,3,0,,1,"[[5006,6]]",3,300,15,100,46,75,5,100,0,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3003,蜜糖,item_3003,item_desc_3003,item_honeySugar,13,2,3,0,,1,"[[5005,5],[5018,1]]",3,300,15,89,40,66,5,100,0,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3004,木料,item_3004,item_desc_3004,item_timber,13,2,3,0,,2,"[[5016,5],[2001,10]]",3,180,33,64,29,48,5,100,500,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3005,乳胶,item_3005,item_desc_3005,item_emulsion,13,2,3,0,,1,"[[2002,5],[5018,2]]",3,300,20,37,13,27,5,10,500,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3006,石块,item_3006,item_desc_3006,item_cut_stone,13,2,3,0,,1,"[[2004,5]]",3,300,20,31,10,23,5,100,500,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3007,细沙,item_3007,item_desc_3007,item_fine_sand,13,2,3,0,,1,"[[5009,5]]",3,300,15,41,15,30,5,100,0,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3008,大理石,item_3008,item_desc_3008,item_marble,13,2,3,0,,1,"[[5011,9]]",3,600,20,138,63,103,5,100,0,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3009,铁锭,item_3009,item_desc_3009,item_iron_ingots,13,2,3,0,,1,"[[2005,5]]",3,900,30,56,15,42,5,10,500,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3010,铜锭,item_3010,item_desc_3010,item_copper_ingot,13,2,3,0,,1,"[[5012,5]]",3,1200,20,180,77,135,5,100,500,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3011,银锭,item_3011,item_desc_3011,item_silverIngot,13,2,3,0,,1,"[[5013,5]]",0,2400,40,285,131,213,5,100,500,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3012,金锭,item_3012,item_desc_3012,item_goldBullion,13,2,3,0,,2,"[[5014,5]]",0,3600,60,375,152,281,5,100,500,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3013,毛线,item_3013,item_desc_3013,item_knittingWool,13,2,3,0,,1,"[[5007,5]]",0,600,10,155,72,116,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3014,棉线,item_3014,item_desc_3014,item_cottonThread,13,2,3,0,,1,"[[5007,10]]",0,600,10,280,131,210,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3015,面团,item_3015,item_desc_3015,item_dough,13,2,3,0,,1,"[[3001,1],[5008,6]]",3,300,8,94,37,70,5,100,0,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3016,木板,item_3016,item_desc_3016,item_board,13,2,3,0,,2,"[[2003,5],[3004,1]]",3,600,58,109,40,81,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3017,橡胶,item_3017,item_desc_3017,item_rubber,13,2,3,0,,2,"[[3005,2]]",3,900,55,115,33,86,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3018,木桩,item_3018,item_desc_3018,item_woodenStake,13,2,3,0,,6,"[[5015,5],[3004,2]]",0,600,76,208,80,156,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3019,硬泥块,item_3019,item_desc_3019,item_hardMudLump,13,2,3,0,,1,"[[5010,5],[3007,2]]",0,900,25,173,60,129,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3020,铁丝,item_3020,item_desc_3020,item_iron_wire,13,2,3,0,,2,"[[3009,1],[5018,2]]",3,1800,60,142,32,106,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3021,铜丝,item_3021,item_desc_3021,item_copper_wire,13,2,3,0,,2,"[[3010,1],[5018,1]]",3,1800,50,263,92,197,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3022,铁板,item_3022,item_desc_3022,item_ironPlate,13,2,3,0,,3,"[[3009,3],[5018,3]]",3,1800,120,257,62,192,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3023,布,item_3023,item_desc_3023,item_cloth,13,2,3,0,,2,"[[3014,2]]",0,900,35,601,242,450,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3024,草莓果酱,item_3024,item_desc_3024,item_strawberry_jam,13,2,3,0,,2,"[[5002,9],[3003,3]]",3,1200,35,367,132,275,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,"[2,3]",,,0,-1,[]
3025,蓝莓果酱,item_3025,item_desc_3025,item_blueberryJam,13,2,3,0,,2,"[[5003,9],[3003,3]]",0,1200,35,412,151,309,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3026,苹果果酱,item_3026,item_desc_3026,item_appleJam,13,2,3,0,,2,"[[5004,9],[3003,3]]",0,1200,35,484,189,363,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3027,金制雕花,item_3027,item_desc_3027,item_goldCarving,13,2,3,0,,3,"[[3012,1],[5018,5]]",0,1800,90,460,171,345,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3028,毛衣,item_3028,item_desc_3028,item_sweater,13,2,3,0,,3,"[[3013,5]]",0,1800,80,855,316,641,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3029,衬衫,item_3029,item_desc_3029,item_shirt,13,2,3,0,,3,"[[3023,2]]",0,3600,130,1352,466,1014,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3030,裤子,item_3030,item_desc_3030,item_pants,13,2,3,0,,3,"[[3023,3]]",0,5400,195,2023,599,1517,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3031,面包圈,item_3031,item_desc_3031,item_bagel,13,2,3,0,,1,"[[3015,1]]",0,600,30,124,42,93,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3032,木架,item_3032,item_desc_3032,item_wooden_frame,13,2,3,0,,4,"[[3016,4],[3020,2]]",3,1800,382,800,208,600,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3033,灯泡,item_3033,item_desc_3033,item_bulb,13,2,3,0,,3,"[[3020,1],[3021,1],[5018,1]]",0,2400,150,508,132,381,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3034,首饰模具,item_3034,item_desc_3034,item_jewelryMould,13,2,3,0,,4,"[[3022,2],[3017,2]]",0,1800,380,824,178,618,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3035,面包,item_3035,item_desc_3035,item_bread,13,2,3,0,,2,"[[3015,1],[3003,2]]",3,2400,53,372,90,279,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3036,铁架,item_3036,item_desc_3036,item_Iron_frame,13,2,3,0,,4,"[[3022,3],[3005,2]]",0,3600,460,995,210,746,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3037,灯架,item_3037,item_desc_3037,item_light_stand,13,2,3,0,,4,"[[3010,3],[3021,2],[3017,1]]",3,3600,275,1331,366,998,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3038,水泥,item_3038,item_desc_3038,item_cement,13,2,3,0,,3,"[[3019,2]]",0,1800,80,426,126,319,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3039,图腾,item_3039,item_desc_3039,item_totem,13,2,3,0,,4,"[[3018,1],[3027,2],[3005,2]]",0,3600,356,1352,385,1014,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3040,棉服,item_3040,item_desc_3040,item_cottonClothes,13,2,3,0,,3,"[[3014,2],[3023,2]]",0,5400,180,2953,594,2214,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3041,奶油面包,item_3041,item_desc_3041,item_butterBread,13,2,3,0,,3,"[[3035,1],[3002,3]]",3,1200,88,727,192,545,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3042,甜甜圈,item_3042,item_desc_3042,item_doughnut,13,2,3,0,,2,"[[3031,1],[3003,3]]",0,1200,53,446,150,334,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3043,台阶,item_3043,item_desc_3043,item_steps,13,2,3,0,,4,"[[3006,9],[3038,2]]",0,5400,430,1762,316,1321,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3044,瓷砖,item_3044,item_desc_3044,item_tile,13,2,3,0,,4,"[[3008,4],[3038,1],[3005,1]]",0,3600,200,1165,337,873,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3045,椅子,item_3045,item_desc_3045,item_chair,13,2,3,0,,5,"[[3032,2],[3004,5],[5017,6]]",0,3600,989,2130,490,1597,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3046,桌子,item_3046,item_desc_3046,item_desk,13,2,3,0,,5,"[[3032,3],[3004,6],[5017,9]]",0,5400,1434,3094,603,2320,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3047,床,item_3047,item_desc_3047,item_bed,13,2,3,0,,5,"[[3036,2],[3020,5],[3017,2]]",0,5400,1420,3150,544,2362,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3048,铜制吊灯,item_3048,item_desc_3048,item_tableLamp,13,2,3,0,,4,"[[3033,1],[3037,1],[5017,3]]",0,5400,515,2089,517,1566,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3049,华丽衣柜,item_3049,item_desc_3049,item_wardrobe,13,2,3,0,,5,"[[3032,2],[3036,1],[3027,1]]",0,7200,1434,3315,604,2486,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3050,银项链,item_3050,item_desc_3050,item_silverNecklace,13,2,3,0,,4,"[[3011,2],[3034,1]]",0,5400,550,1614,383,1210,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3051,金戒指,item_3051,item_desc_3051,item_goldRing,13,2,3,0,,4,"[[3012,2],[3034,1]]",0,5400,590,1794,432,1345,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3052,草莓甜甜圈,item_3052,item_desc_3052,item_strawberryDoughnut,13,2,3,0,,3,"[[3024,1],[3042,1],[3002,2]]",3,3600,158,1163,350,872,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3053,蓝莓甜甜圈,item_3053,item_desc_3053,item_blueberryDoughnut,13,2,3,0,,3,"[[3025,1],[3042,1],[3002,2]]",0,3600,158,1208,367,906,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3054,苹果甜甜圈,item_3054,item_desc_3054,item_appleDoughnut,13,2,3,0,,3,"[[3026,1],[3042,1],[3002,2]]",0,3600,158,1280,370,960,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3055,宝石项链,item_3055,item_desc_3055,item_gemNecklace,13,2,3,0,,4,"[[3050,1],[5020,2],[5021,2]]",0,7200,670,2008,488,1506,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3056,钻石戒指,item_3056,item_desc_3056,item_diamondRing,13,2,3,0,,5,"[[3051,1],[5022,1],[5019,2]]",0,7200,710,2204,547,1653,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3057,酸奶,item_3057,item_desc_3057,item_yogurt,13,2,3,0,,1,"[[5006,6]]",0,480,18,100,46,50,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3058,奶糖,item_3058,item_desc_3058,item_toffee,13,2,3,0,,1,"[[5006,6],[5005,6]]",0,480,18,100,70,50,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3059,冰淇淋,item_3059,item_desc_3059,item_iceCream,13,2,3,0,,2,"[[3002,1],[3003,1]]",0,900,35,100,30,50,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3060,雪糕,item_3060,item_desc_3060,item_popsicle,13,2,3,0,,2,"[[3057,1],[3003,1]]",0,900,35,100,30,50,5,100,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3061,钉子,item_3061,item_desc_3061,item_nail,13,2,3,0,,2,"[[3009,1]]",0,1200,40,100,30,50,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3062,螺丝,item_3062,item_desc_3062,item_screw,13,2,3,0,,2,"[[3009,1]]",0,1200,40,100,30,50,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3063,弹簧,item_3063,item_desc_3063,item_spring,13,2,3,0,,2,"[[3009,2]]",0,2400,60,100,80,50,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3064,打磨石,item_3064,item_desc_3064,item_polishedStone,13,2,3,0,,2,"[[3009,1],[3008,2]]",0,2400,60,100,160,50,5,10,200,0,"[50,40,60]",-1,1,0,[],9999,2,[2],,,0,-1,[]
3997,龙抽卡——传说龙基因显示用,item_3997,item_desc_3997,item_DNA4,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_3999,,0,-1,[]
3998,龙抽卡——史诗龙基因显示用,item_3998,item_desc_3998,item_DNA3,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_3999,,0,-1,[]
3999,龙抽卡——稀有龙基因显示用,item_3999,item_desc_3999,item_DNA2,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_3999,,0,-1,[]
4000,龙基因通用——仅做显示用,item_4001,item_desc_4001,item_DNA,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4001,,0,-1,[]
4001,石灯,item_4001,item_desc_4001,item_story_stonelight,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4001,,0,-1,[]
4002,麻绳,item_4002,item_desc_4002,item_story_hemprope,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4001,,0,-1,[]
4003,能源石,item_4003,item_desc_4003,item_story_energystone,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4003,,0,-1,[]
4004,黑曜石,item_4004,item_des_4004,collection1_item1,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4004,,0,-1,[]
4005,孔雀石,item_4005,item_des_4005,collection1_item2,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4005,,0,-1,[]
4006,月光石,item_4006,item_des_4006,collection1_item3,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4006,,0,-1,[]
4007,猫眼石,item_4007,item_des_4007,collection1_item4,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4007,,0,-1,[]
4008,虎睛石,item_4008,item_des_4008,collection1_item5,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4008,,0,-1,[]
4009,,item_4009,item_des_4009,collection2_item1,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4009,,0,-1,[]
4010,蜜蜂琥珀,item_4010,item_des_4010,collection2_item2,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4010,,0,-1,[]
4011,蝴蝶琥珀,item_4011,item_des_4011,collection2_item3,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4011,,0,-1,[]
4012,树叶琥珀,item_4012,item_des_4012,collection2_item4,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,0,[0],item_getway_4012,,0,-1,[]
